escu_detection,mitre_attack
"ESCU - Web Spring Cloud Function FunctionRouter - Rule","T1133|T1190"
"ESCU - Windows Exchange Autodiscover SSRF Abuse - Rule","T1133|T1190"
"ESCU - Windows IIS Server PSWA Console Access - Rule","T1190"
"ESCU - Windows SharePoint Spinstall0 GET Request - Rule","T1190|T1505.003|T1552"
"ESCU - Windows SharePoint ToolPane Endpoint Exploitation Attempt - Rule","T1190|T1505.003"
"ESCU - WordPress Bricks Builder plugin RCE - Rule","T1190"
"ESCU - WS FTP Remote Code Execution - Rule","T1190"
"ESCU - Zscaler Adware Activities Threat Blocked - Rule","T1566"
"ESCU - Zscaler Behavior Analysis Threat Blocked - Rule","T1566"
"ESCU - Zscaler CryptoMiner Downloaded Threat Blocked - Rule","T1566"
"ESCU - Zscaler Employment Search Web Activity - Rule","T1566"
"ESCU - Zscaler Exploit Threat Blocked - Rule","T1566"
"ESCU - Zscaler Legal Liability Threat Blocked - Rule","T1566"
"ESCU - Zscaler Malware Activity Threat Blocked - Rule","T1566"
"ESCU - Zscaler Phishing Activity Threat Blocked - Rule","T1566"
"ESCU - Zscaler Potentially Abused File Download - Rule","T1566"
"ESCU - Zscaler Privacy Risk Destinations Threat Blocked - Rule","T1566"
"ESCU - Zscaler Scam Destinations Threat Blocked - Rule","T1566"
"ESCU - Zscaler Virus Download threat blocked - Rule","T1566"
